Java HotSpot(TM) 64-Bit Server VM (25.261-b12) for windows-amd64 JRE (1.8.0_261-b12), built on Jun 18 2020 06:56:32 by "" with unknown MS VC++:1916
Memory: 4k page, physical 16659684k(9509300k free), swap 23213284k(9280100k free)
CommandLine flags: -XX:InitialHeapSize=2147483648 -XX:MaxHeapSize=2147483648 -XX:MaxNewSize=697933824 -XX:MaxTenuringThreshold=6 -XX:NewSize=697933824 -XX:OldPLABSize=16 -XX:OldSize=1395867648 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:+UseConcMarkSweepGC -XX:-UseLargePagesIndividualAllocation -XX:+UseParNewGC 
2020-09-29T18:31:19.254+0200: 0.279: [GC (Allocation Failure) 2020-09-29T18:31:19.254+0200: 0.279: [ParNew: 545344K->39977K(613440K), 0.0348668 secs] 545344K->39977K(2029056K), 0.0349941 secs] [Times: user=0.22 sys=0.03, real=0.04 secs] 
2020-09-29T18:31:25.666+0200: 6.691: [GC (Allocation Failure) 2020-09-29T18:31:25.666+0200: 6.691: [ParNew: 595289K->63712K(613440K), 0.0240343 secs] 595681K->64104K(2029056K), 0.0241020 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:25.737+0200: 6.761: [GC (Allocation Failure) 2020-09-29T18:31:25.737+0200: 6.761: [ParNew: 609056K->52103K(613440K), 0.0183696 secs] 609448K->52495K(2029056K), 0.0184261 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:25.807+0200: 6.832: [GC (Allocation Failure) 2020-09-29T18:31:25.807+0200: 6.832: [ParNew: 597447K->68096K(613440K), 0.0226980 secs] 597839K->68956K(2029056K), 0.0227532 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:25.878+0200: 6.902: [GC (Allocation Failure) 2020-09-29T18:31:25.878+0200: 6.902: [ParNew: 613440K->52965K(613440K), 0.0218294 secs] 614300K->53826K(2029056K), 0.0218895 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:25.947+0200: 6.972: [GC (Allocation Failure) 2020-09-29T18:31:25.947+0200: 6.972: [ParNew: 598309K->45407K(613440K), 0.0159720 secs] 599170K->46267K(2029056K), 0.0160445 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:26.014+0200: 7.038: [GC (Allocation Failure) 2020-09-29T18:31:26.014+0200: 7.038: [ParNew: 590751K->42369K(613440K), 0.0138926 secs] 591611K->43229K(2029056K), 0.0139491 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:31:26.077+0200: 7.101: [GC (Allocation Failure) 2020-09-29T18:31:26.077+0200: 7.101: [ParNew: 587713K->40907K(613440K), 0.0187546 secs] 588573K->41768K(2029056K), 0.0188202 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:26.145+0200: 7.169: [GC (Allocation Failure) 2020-09-29T18:31:26.145+0200: 7.169: [ParNew: 586251K->57233K(613440K), 0.0191126 secs] 587112K->58093K(2029056K), 0.0191797 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:26.212+0200: 7.236: [GC (Allocation Failure) 2020-09-29T18:31:26.212+0200: 7.236: [ParNew: 602577K->39596K(613440K), 0.0174325 secs] 603437K->40457K(2029056K), 0.0174899 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:26.276+0200: 7.301: [GC (Allocation Failure) 2020-09-29T18:31:26.276+0200: 7.301: [ParNew: 584940K->31784K(613440K), 0.0091554 secs] 585801K->32644K(2029056K), 0.0092196 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-09-29T18:31:26.340+0200: 7.365: [GC (Allocation Failure) 2020-09-29T18:31:26.340+0200: 7.365: [ParNew: 577128K->28465K(613440K), 0.0139988 secs] 577988K->29326K(2029056K), 0.0140958 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:31:26.403+0200: 7.428: [GC (Allocation Failure) 2020-09-29T18:31:26.404+0200: 7.428: [ParNew: 573809K->40928K(613440K), 0.0186301 secs] 574670K->41788K(2029056K), 0.0187071 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:26.472+0200: 7.497: [GC (Allocation Failure) 2020-09-29T18:31:26.472+0200: 7.497: [ParNew: 586272K->51502K(613440K), 0.0173342 secs] 587132K->52363K(2029056K), 0.0174011 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:26.539+0200: 7.564: [GC (Allocation Failure) 2020-09-29T18:31:26.540+0200: 7.564: [ParNew: 596846K->33487K(613440K), 0.0116484 secs] 597707K->34348K(2029056K), 0.0117356 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-09-29T18:31:26.602+0200: 7.627: [GC (Allocation Failure) 2020-09-29T18:31:26.602+0200: 7.627: [ParNew: 578831K->44069K(613440K), 0.0211784 secs] 579692K->44929K(2029056K), 0.0212382 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:26.674+0200: 7.698: [GC (Allocation Failure) 2020-09-29T18:31:26.674+0200: 7.698: [ParNew: 589413K->64467K(613440K), 0.0206982 secs] 590273K->65327K(2029056K), 0.0207751 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:26.745+0200: 7.770: [GC (Allocation Failure) 2020-09-29T18:31:26.746+0200: 7.770: [ParNew: 609811K->27479K(613440K), 0.0131206 secs] 610671K->28340K(2029056K), 0.0132001 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:31:26.810+0200: 7.834: [GC (Allocation Failure) 2020-09-29T18:31:26.810+0200: 7.834: [ParNew: 572823K->29648K(613440K), 0.0129503 secs] 573684K->30509K(2029056K), 0.0130139 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:31:26.879+0200: 7.904: [GC (Allocation Failure) 2020-09-29T18:31:26.879+0200: 7.904: [ParNew: 574992K->45982K(613440K), 0.0177867 secs] 575853K->46842K(2029056K), 0.0178482 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:26.945+0200: 7.970: [GC (Allocation Failure) 2020-09-29T18:31:26.945+0200: 7.970: [ParNew: 591326K->37752K(613440K), 0.0165414 secs] 592186K->38612K(2029056K), 0.0166036 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:27.010+0200: 8.034: [GC (Allocation Failure) 2020-09-29T18:31:27.010+0200: 8.034: [ParNew: 583096K->63465K(613440K), 0.0217001 secs] 583956K->64325K(2029056K), 0.0217629 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:27.079+0200: 8.103: [GC (Allocation Failure) 2020-09-29T18:31:27.079+0200: 8.103: [ParNew: 608809K->49840K(613440K), 0.0156761 secs] 609669K->50700K(2029056K), 0.0157411 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:27.142+0200: 8.167: [GC (Allocation Failure) 2020-09-29T18:31:27.142+0200: 8.167: [ParNew: 595184K->28545K(613440K), 0.0142445 secs] 596044K->29405K(2029056K), 0.0143014 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:27.203+0200: 8.228: [GC (Allocation Failure) 2020-09-29T18:31:27.203+0200: 8.228: [ParNew: 573889K->52499K(613440K), 0.0187887 secs] 574749K->53359K(2029056K), 0.0188629 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:27.272+0200: 8.296: [GC (Allocation Failure) 2020-09-29T18:31:27.272+0200: 8.296: [ParNew: 597843K->41900K(613440K), 0.0165706 secs] 598703K->42761K(2029056K), 0.0166303 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:27.342+0200: 8.367: [GC (Allocation Failure) 2020-09-29T18:31:27.342+0200: 8.367: [ParNew: 587244K->41406K(613440K), 0.0202090 secs] 588105K->42266K(2029056K), 0.0202878 secs] [Times: user=0.11 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:27.416+0200: 8.441: [GC (Allocation Failure) 2020-09-29T18:31:27.417+0200: 8.441: [ParNew: 586750K->33214K(613440K), 0.0192886 secs] 587610K->34075K(2029056K), 0.0193525 secs] [Times: user=0.11 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:27.486+0200: 8.510: [GC (Allocation Failure) 2020-09-29T18:31:27.486+0200: 8.510: [ParNew: 578558K->54669K(613440K), 0.0192081 secs] 579419K->55530K(2029056K), 0.0192846 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:27.556+0200: 8.581: [GC (Allocation Failure) 2020-09-29T18:31:27.556+0200: 8.581: [ParNew: 600013K->42012K(613440K), 0.0186494 secs] 600874K->42873K(2029056K), 0.0187386 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:27.626+0200: 8.650: [GC (Allocation Failure) 2020-09-29T18:31:27.626+0200: 8.650: [ParNew: 587356K->42021K(613440K), 0.0191349 secs] 588217K->42881K(2029056K), 0.0192015 secs] [Times: user=0.23 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:27.697+0200: 8.721: [GC (Allocation Failure) 2020-09-29T18:31:27.697+0200: 8.721: [ParNew: 587365K->34017K(613440K), 0.0110296 secs] 588225K->34877K(2029056K), 0.0110920 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-09-29T18:31:27.758+0200: 8.782: [GC (Allocation Failure) 2020-09-29T18:31:27.758+0200: 8.782: [ParNew: 579361K->31710K(613440K), 0.0171374 secs] 580221K->32570K(2029056K), 0.0171985 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:27.823+0200: 8.847: [GC (Allocation Failure) 2020-09-29T18:31:27.823+0200: 8.847: [ParNew: 577054K->41500K(613440K), 0.0153228 secs] 577914K->42361K(2029056K), 0.0153809 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:27.885+0200: 8.909: [GC (Allocation Failure) 2020-09-29T18:31:27.885+0200: 8.909: [ParNew: 586844K->52849K(613440K), 0.0189576 secs] 587705K->53710K(2029056K), 0.0190182 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:27.952+0200: 8.976: [GC (Allocation Failure) 2020-09-29T18:31:27.952+0200: 8.976: [ParNew: 598193K->43902K(613440K), 0.0173220 secs] 599054K->44762K(2029056K), 0.0173808 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:28.017+0200: 9.041: [GC (Allocation Failure) 2020-09-29T18:31:28.017+0200: 9.041: [ParNew: 589246K->43611K(613440K), 0.0182914 secs] 590106K->44471K(2029056K), 0.0183614 secs] [Times: user=0.11 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:28.086+0200: 9.110: [GC (Allocation Failure) 2020-09-29T18:31:28.086+0200: 9.110: [ParNew: 588955K->42096K(613440K), 0.0174483 secs] 589815K->42957K(2029056K), 0.0175058 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:28.160+0200: 9.185: [GC (Allocation Failure) 2020-09-29T18:31:28.160+0200: 9.185: [ParNew: 587440K->60904K(613440K), 0.0220547 secs] 588301K->61764K(2029056K), 0.0221443 secs] [Times: user=0.23 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:28.231+0200: 9.256: [GC (Allocation Failure) 2020-09-29T18:31:28.231+0200: 9.256: [ParNew: 606248K->46684K(613440K), 0.0150183 secs] 607108K->47544K(2029056K), 0.0150766 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:28.295+0200: 9.319: [GC (Allocation Failure) 2020-09-29T18:31:28.295+0200: 9.319: [ParNew: 592028K->42330K(613440K), 0.0198974 secs] 592888K->43190K(2029056K), 0.0199641 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:28.362+0200: 9.387: [GC (Allocation Failure) 2020-09-29T18:31:28.362+0200: 9.387: [ParNew: 587674K->37505K(613440K), 0.0128939 secs] 588534K->38365K(2029056K), 0.0129507 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:31:28.426+0200: 9.451: [GC (Allocation Failure) 2020-09-29T18:31:28.426+0200: 9.451: [ParNew: 582849K->36309K(613440K), 0.0190839 secs] 583709K->37169K(2029056K), 0.0191533 secs] [Times: user=0.22 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:28.503+0200: 9.528: [GC (Allocation Failure) 2020-09-29T18:31:28.503+0200: 9.528: [ParNew: 581653K->42343K(613440K), 0.0162372 secs] 582513K->43203K(2029056K), 0.0163074 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:28.570+0200: 9.594: [GC (Allocation Failure) 2020-09-29T18:31:28.570+0200: 9.594: [ParNew: 587687K->51144K(613440K), 0.0226520 secs] 588547K->52004K(2029056K), 0.0227262 secs] [Times: user=0.11 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:28.643+0200: 9.668: [GC (Allocation Failure) 2020-09-29T18:31:28.643+0200: 9.668: [ParNew: 596488K->68096K(613440K), 0.0273613 secs] 597348K->69975K(2029056K), 0.0274194 secs] [Times: user=0.23 sys=0.00, real=0.03 secs] 
2020-09-29T18:31:28.717+0200: 9.742: [GC (Allocation Failure) 2020-09-29T18:31:28.717+0200: 9.742: [ParNew: 613440K->49398K(613440K), 0.0145918 secs] 615319K->51278K(2029056K), 0.0146717 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:28.784+0200: 9.808: [GC (Allocation Failure) 2020-09-29T18:31:28.784+0200: 9.808: [ParNew: 594742K->47682K(613440K), 0.0185766 secs] 596622K->49561K(2029056K), 0.0186343 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:28.850+0200: 9.875: [GC (Allocation Failure) 2020-09-29T18:31:28.850+0200: 9.875: [ParNew: 593026K->64166K(613440K), 0.0232569 secs] 594905K->66046K(2029056K), 0.0233465 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:28.923+0200: 9.947: [GC (Allocation Failure) 2020-09-29T18:31:28.923+0200: 9.947: [ParNew: 609510K->56950K(613440K), 0.0223425 secs] 611390K->58830K(2029056K), 0.0223959 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:28.994+0200: 10.018: [GC (Allocation Failure) 2020-09-29T18:31:28.994+0200: 10.018: [ParNew: 602294K->48501K(613440K), 0.0167406 secs] 604174K->50381K(2029056K), 0.0168197 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:29.061+0200: 10.086: [GC (Allocation Failure) 2020-09-29T18:31:29.061+0200: 10.086: [ParNew: 593845K->40375K(613440K), 0.0170874 secs] 595725K->42255K(2029056K), 0.0171473 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:29.125+0200: 10.150: [GC (Allocation Failure) 2020-09-29T18:31:29.125+0200: 10.150: [ParNew: 585719K->58624K(613440K), 0.0207201 secs] 587599K->60504K(2029056K), 0.0207890 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:29.194+0200: 10.219: [GC (Allocation Failure) 2020-09-29T18:31:29.194+0200: 10.219: [ParNew: 603968K->46916K(613440K), 0.0206460 secs] 605848K->48796K(2029056K), 0.0207378 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:29.263+0200: 10.287: [GC (Allocation Failure) 2020-09-29T18:31:29.263+0200: 10.287: [ParNew: 592260K->68096K(613440K), 0.0248500 secs] 594140K->71126K(2029056K), 0.0249032 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:31:29.336+0200: 10.361: [GC (Allocation Failure) 2020-09-29T18:31:29.336+0200: 10.361: [ParNew: 613440K->50052K(613440K), 0.0127713 secs] 616470K->53082K(2029056K), 0.0128467 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:31:29.408+0200: 10.433: [GC (Allocation Failure) 2020-09-29T18:31:29.408+0200: 10.433: [ParNew: 595396K->35639K(613440K), 0.0208872 secs] 598426K->38669K(2029056K), 0.0209510 secs] [Times: user=0.22 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:29.486+0200: 10.511: [GC (Allocation Failure) 2020-09-29T18:31:29.486+0200: 10.511: [ParNew: 580983K->45455K(613440K), 0.0173662 secs] 584013K->48486K(2029056K), 0.0174342 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:29.550+0200: 10.575: [GC (Allocation Failure) 2020-09-29T18:31:29.550+0200: 10.575: [ParNew: 590799K->36786K(613440K), 0.0145308 secs] 593830K->39816K(2029056K), 0.0145929 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:29.619+0200: 10.643: [GC (Allocation Failure) 2020-09-29T18:31:29.619+0200: 10.643: [ParNew: 582130K->54042K(613440K), 0.0201768 secs] 585160K->57072K(2029056K), 0.0202441 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:29.686+0200: 10.710: [GC (Allocation Failure) 2020-09-29T18:31:29.686+0200: 10.710: [ParNew: 599386K->68096K(613440K), 0.0243246 secs] 602416K->71126K(2029056K), 0.0243932 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:29.759+0200: 10.784: [GC (Allocation Failure) 2020-09-29T18:31:29.759+0200: 10.784: [ParNew: 613440K->54193K(613440K), 0.0181598 secs] 616470K->57224K(2029056K), 0.0182402 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:29.827+0200: 10.852: [GC (Allocation Failure) 2020-09-29T18:31:29.827+0200: 10.852: [ParNew: 599537K->40353K(613440K), 0.0116938 secs] 602568K->43383K(2029056K), 0.0117496 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:31:29.889+0200: 10.914: [GC (Allocation Failure) 2020-09-29T18:31:29.889+0200: 10.914: [ParNew: 585697K->50382K(613440K), 0.0229530 secs] 588727K->53412K(2029056K), 0.0230384 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:29.963+0200: 10.987: [GC (Allocation Failure) 2020-09-29T18:31:29.963+0200: 10.987: [ParNew: 595726K->43888K(613440K), 0.0163711 secs] 598756K->46918K(2029056K), 0.0164263 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:30.029+0200: 11.053: [GC (Allocation Failure) 2020-09-29T18:31:30.029+0200: 11.053: [ParNew: 589232K->59372K(613440K), 0.0214043 secs] 592262K->62402K(2029056K), 0.0214626 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:30.097+0200: 11.122: [GC (Allocation Failure) 2020-09-29T18:31:30.097+0200: 11.122: [ParNew: 604716K->41850K(613440K), 0.0104963 secs] 607746K->44880K(2029056K), 0.0105576 secs] [Times: user=0.08 sys=0.00, real=0.01 secs] 
2020-09-29T18:31:30.164+0200: 11.188: [GC (Allocation Failure) 2020-09-29T18:31:30.164+0200: 11.188: [ParNew: 587194K->43879K(613440K), 0.0198690 secs] 590224K->46909K(2029056K), 0.0199300 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:30.232+0200: 11.256: [GC (Allocation Failure) 2020-09-29T18:31:30.232+0200: 11.256: [ParNew: 589223K->34199K(613440K), 0.0130620 secs] 592253K->37230K(2029056K), 0.0131224 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:31:30.296+0200: 11.321: [GC (Allocation Failure) 2020-09-29T18:31:30.296+0200: 11.321: [ParNew: 579543K->24844K(613440K), 0.0134298 secs] 582574K->27874K(2029056K), 0.0134830 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:31:30.357+0200: 11.382: [GC (Allocation Failure) 2020-09-29T18:31:30.357+0200: 11.382: [ParNew: 570188K->61030K(613440K), 0.0227808 secs] 573218K->64060K(2029056K), 0.0228396 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:30.429+0200: 11.454: [GC (Allocation Failure) 2020-09-29T18:31:30.429+0200: 11.454: [ParNew: 606374K->68096K(613440K), 0.0238691 secs] 609404K->71189K(2029056K), 0.0239346 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:30.505+0200: 11.530: [GC (Allocation Failure) 2020-09-29T18:31:30.505+0200: 11.530: [ParNew: 613440K->68096K(613440K), 0.0247948 secs] 616533K->71282K(2029056K), 0.0248727 secs] [Times: user=0.11 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:30.583+0200: 11.607: [GC (Allocation Failure) 2020-09-29T18:31:30.583+0200: 11.607: [ParNew: 613440K->66180K(613440K), 0.0240726 secs] 616626K->69367K(2029056K), 0.0241548 secs] [Times: user=0.11 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:30.660+0200: 11.684: [GC (Allocation Failure) 2020-09-29T18:31:30.660+0200: 11.684: [ParNew: 611524K->68096K(613440K), 0.0281921 secs] 614711K->72448K(2029056K), 0.0282506 secs] [Times: user=0.24 sys=0.00, real=0.03 secs] 
2020-09-29T18:31:30.734+0200: 11.759: [GC (Allocation Failure) 2020-09-29T18:31:30.734+0200: 11.759: [ParNew: 613440K->61065K(613440K), 0.0196543 secs] 617792K->65418K(2029056K), 0.0197076 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:30.803+0200: 11.828: [GC (Allocation Failure) 2020-09-29T18:31:30.803+0200: 11.828: [ParNew: 606409K->49246K(613440K), 0.0203109 secs] 610762K->53599K(2029056K), 0.0203761 secs] [Times: user=0.11 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:30.871+0200: 11.896: [GC (Allocation Failure) 2020-09-29T18:31:30.871+0200: 11.896: [ParNew: 594590K->39858K(613440K), 0.0116001 secs] 598943K->44211K(2029056K), 0.0116676 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:31:30.929+0200: 11.954: [GC (Allocation Failure) 2020-09-29T18:31:30.929+0200: 11.954: [ParNew: 585202K->36333K(613440K), 0.0168905 secs] 589555K->40686K(2029056K), 0.0169447 secs] [Times: user=0.11 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:30.996+0200: 12.021: [GC (Allocation Failure) 2020-09-29T18:31:30.996+0200: 12.021: [ParNew: 581677K->45333K(613440K), 0.0158311 secs] 586030K->49686K(2029056K), 0.0158905 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:31:31.060+0200: 12.085: [GC (Allocation Failure) 2020-09-29T18:31:31.060+0200: 12.085: [ParNew: 590677K->50024K(613440K), 0.0203948 secs] 595030K->54377K(2029056K), 0.0204533 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:31.128+0200: 12.153: [GC (Allocation Failure) 2020-09-29T18:31:31.128+0200: 12.153: [ParNew: 595368K->63755K(613440K), 0.0186135 secs] 599721K->68107K(2029056K), 0.0186769 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:31.195+0200: 12.220: [GC (Allocation Failure) 2020-09-29T18:31:31.195+0200: 12.220: [ParNew: 609099K->45815K(613440K), 0.0187646 secs] 613451K->50168K(2029056K), 0.0188197 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:31.263+0200: 12.288: [GC (Allocation Failure) 2020-09-29T18:31:31.263+0200: 12.288: [ParNew: 591159K->31007K(613440K), 0.0105707 secs] 595512K->35360K(2029056K), 0.0106308 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:31:31.323+0200: 12.348: [GC (Allocation Failure) 2020-09-29T18:31:31.323+0200: 12.348: [ParNew: 576351K->48663K(613440K), 0.0208660 secs] 580704K->53016K(2029056K), 0.0209392 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:31.391+0200: 12.416: [GC (Allocation Failure) 2020-09-29T18:31:31.391+0200: 12.416: [ParNew: 594007K->37491K(613440K), 0.0145072 secs] 598360K->41844K(2029056K), 0.0145706 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:31:31.458+0200: 12.483: [GC (Allocation Failure) 2020-09-29T18:31:31.458+0200: 12.483: [ParNew: 582835K->33209K(613440K), 0.0129373 secs] 587188K->37562K(2029056K), 0.0129924 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-09-29T18:31:31.519+0200: 12.544: [GC (Allocation Failure) 2020-09-29T18:31:31.519+0200: 12.544: [ParNew: 578553K->49197K(613440K), 0.0171506 secs] 582906K->53550K(2029056K), 0.0172127 secs] [Times: user=0.23 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:31.589+0200: 12.614: [GC (Allocation Failure) 2020-09-29T18:31:31.589+0200: 12.615: [ParNew: 594541K->38336K(613440K), 0.0156227 secs] 598894K->42688K(2029056K), 0.0156856 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:31.659+0200: 12.684: [GC (Allocation Failure) 2020-09-29T18:31:31.659+0200: 12.684: [ParNew: 583680K->37314K(613440K), 0.0166565 secs] 588032K->41667K(2029056K), 0.0167218 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:31.724+0200: 12.749: [GC (Allocation Failure) 2020-09-29T18:31:31.724+0200: 12.749: [ParNew: 582658K->56107K(613440K), 0.0206932 secs] 587011K->60460K(2029056K), 0.0207590 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:31.791+0200: 12.817: [GC (Allocation Failure) 2020-09-29T18:31:31.791+0200: 12.817: [ParNew: 601451K->48432K(613440K), 0.0198006 secs] 605804K->52785K(2029056K), 0.0198589 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:31.858+0200: 12.884: [GC (Allocation Failure) 2020-09-29T18:31:31.858+0200: 12.884: [ParNew: 593776K->42405K(613440K), 0.0131655 secs] 598129K->46758K(2029056K), 0.0132337 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:31:31.926+0200: 12.951: [GC (Allocation Failure) 2020-09-29T18:31:31.926+0200: 12.952: [ParNew: 587749K->36976K(613440K), 0.0173949 secs] 592102K->41328K(2029056K), 0.0174937 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:31.992+0200: 13.017: [GC (Allocation Failure) 2020-09-29T18:31:31.992+0200: 13.017: [ParNew: 582320K->57347K(613440K), 0.0221196 secs] 586672K->61700K(2029056K), 0.0221767 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:32.062+0200: 13.087: [GC (Allocation Failure) 2020-09-29T18:31:32.062+0200: 13.087: [ParNew: 602691K->64003K(613440K), 0.0215457 secs] 607044K->68356K(2029056K), 0.0216038 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:32.130+0200: 13.155: [GC (Allocation Failure) 2020-09-29T18:31:32.130+0200: 13.156: [ParNew: 609347K->48810K(613440K), 0.0153430 secs] 613700K->53163K(2029056K), 0.0153985 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
